seed,gso_type,sparsify,rmse,mean_diversity,mean_novelty,elapsed_sec
10,-,-,0.9319974,0.8684997595591792,0.9445956025750615,1.6685981750488281
16,-,-,0.92731404,0.8702122286536196,0.9347771420711424,1.1448283195495605
42,-,-,0.93005896,0.8711012532268475,0.9355766373120588,1.232940673828125
2025,-,-,0.9332259,0.8695059650815588,0.9435492561199759,1.161550521850586
12345,-,-,0.9318915,0.8694187811632147,0.9361111485692628,0.8356223106384277
